48.8431371,2.3559220,,viewpoint,,,,,,
48.8461978,2.3409102,Hôtel Elysa-Luxembourg,hotel,,,,,,
48.8816331,2.3989854,,viewpoint,,,,,,
48.8810462,2.3642045,Hôtel La Fayette,hotel,,,,,,
48.8414574,2.3172246,Musée de la Poste,museum,,,,,,travaux 2017 boutique 21 avenue du Maine
48.8677629,2.2935696,Galerie-musée Baccarat,museum,,,,,,
48.8848637,2.3606402,Hôtel du Square,hotel,,,,,,
48.8307373,2.3662520,Trompe-œil Bach,attraction,,,,,,
48.8843473,2.2890956,,artwork,,clock,,,,
48.8625016,2.3453019,Salle des collections,museum,,,,,,
48.8379036,2.2962662,Hôtel Auguste,hotel,,,,,,
48.8538117,2.3386948,Hôtel Le Régent,hotel,,,,,,
48.8171116,2.3500417,Hôtel Ibis,hotel,,,,,,
48.8448628,2.3887984,,artwork,,,,,,3 sculptures monumentales en métal
48.8447187,2.3875110,Baleine Bleue,artwork,,,,,,
48.8481159,2.3720352,Jules Cesar,hotel,,,,,,
48.8440630,2.3591577,Himalaya,attraction,,,,,,
48.8430941,2.3572483,Serre de Nouvelle-Calédonie,attraction,,,,,,
48.8439327,2.3586581,Cévennes,attraction,,,,,,
48.8441742,2.3588085,Maroc,attraction,,,,,,
48.8441587,2.3590142,Corse,attraction,,,,,,
48.8433054,2.3580196,Forêts Tropicales Humides,attraction,,,,,,
48.8458624,2.3599834,Rapaces diurnes,attraction,,,,,,
48.8441758,2.3585181,Espagne,attraction,,,,,,
48.8440565,2.3582832,Balkans,attraction,,,,,,
48.8436556,2.3554346,Le Festin des Lions,artwork,,,,,,
48.8441366,2.3586465,Provence,attraction,,,,,,
48.8439166,2.3585197,Préalpes,attraction,,,,,,
48.8440008,2.3589658,USA,attraction,,,,,,
48.8431839,2.3575411,Zone Arides des Déserts,attraction,,,,,,
48.8439389,2.3582750,Alpes,attraction,,,,,,
48.8429803,2.3568019,Histoire des Plantes,attraction,,,,,,
48.8441665,2.3592460,Caucase,attraction,,,,,,
48.8425172,2.3561671,La Galerie des Enfants,attraction,,,,,,
48.8440975,2.3594894,Japon - Chine,attraction,,,,,,
48.8436851,2.3555129,"Le lion, gardien du Jardin des plantes",artwork,,,,,,
48.8438012,2.3582264,Tourbière,attraction,,,,,,
48.8532487,2.3457842,Hôtel Les Rives de Notre-Dame,hotel,,,,,,
48.8530811,2.3464585,Hôtel Notre-Dame,hotel,,,,,,
48.8419798,2.3444183,Aquarium,aquarium,,,,,,
48.8757021,2.3582998,Hôtel Amiot,hotel,,,,,,
48.8651981,2.3269895,Rhinocéros attaqué par un tigre,artwork,,,,,,
48.8651043,2.3272774,Lion et lionne se disputant un sanglier,artwork,,,,,,
48.8476583,2.3515918,Familia Hôtel,hotel,,,,,,
48.8477032,2.3514397,Hôtel Minerve,hotel,,,,,,
48.8441741,2.3566428,,artwork,,,,,,
48.8422510,2.3566614,La Science,artwork,,,,,,
48.8434245,2.3636278,,artwork,,,,,,
48.8420836,2.3567595,Guy-Crescent Fagon,artwork,,,,,,
48.8422052,2.3566882,Geoffroy Saint-Hilaire,artwork,,,,,,
48.8424524,2.3565434,Gay-Lussac,artwork,,,,,,
48.8435447,2.3635453,Stégosaure,artwork,,,,,,
48.8446021,2.3601327,,artwork,,,,,,
48.8422879,2.3566398,Lamarck,artwork,,,,,,
48.8445919,2.3612089,Rapaces nocturnes,attraction,,,,,,
48.8445023,2.3569322,Cuvier,artwork,,,,,,
48.8421659,2.3567113,Georges Cuvier,artwork,,,,,,
48.8423745,2.3565890,Jussieu,artwork,,,,,,
48.8445664,2.3600751,,artwork,,,,,,
48.8423314,2.3566143,Alexandre Brongniart,artwork,,,,,,
48.8441801,2.3598139,Panda roux,attraction,,,,,,
48.8433183,2.3627342,Premier Artiste,artwork,,,,,,
48.8433086,2.3562446,Théodore Monod,artwork,monument,,,,,
48.8421274,2.3567338,Buffon,artwork,,,,,,
48.8420448,2.3567823,Guy de la Brosse,artwork,,,,,,
48.8424163,2.3565645,René-Just Haüy,artwork,,,,,,
48.8442979,2.3601736,Binturong,attraction,,,,,,
48.8465548,2.3405399,,information,,,,,,
48.8456877,2.3450098,Hôtel des Grands Hommes,hotel,,,,,,
48.8403652,2.3414281,Musée du Service de Santé des Armées,museum,,,,,,
48.8648078,2.4053362,Édith Piaf 1915 1963,artwork,,,,,,
48.8589666,2.4059365,"Fontaine, Place des Grès",artwork,,fountain,,,,
48.8663131,2.3279889,Le Lotti,hotel,,,,,,
48.8547808,2.3048556,Hôtel Eber Mars,hotel,,,,,,
48.8530038,2.2759292,Eiffel Kennedy,hotel,,,,,,
48.8652200,2.3618179,Plan du château des Templiers et du quartier actuel,information,,,,,,
48.8604399,2.3007825,Hôtel Le Derby Alma,hotel,,,,,,
48.8510853,2.3787436,Auberge Internationale de Jeunesse (AIJ),hostel,,,,,,
48.8695661,2.3517456,Hôtel Les Théâtres,hotel,,,,,,
48.8624727,2.3340461,,artwork,,,,,,
48.8622674,2.3333107,,artwork,,,,,,
48.8654671,2.3566322,Harmonie,artwork,,,,,,
48.8614375,2.3341222,Pyramide Inversée,artwork,,,,,,
48.8659664,2.3555977,,artwork,,,,,,
48.8705899,2.3500828,Choco-Story - Le musée gourmand du chocolat,museum,,,,,,
48.8797757,2.3206849,Best Western Premier Le Swann,hotel,,,,,,
48.8536395,2.3074534,Hôtel Derby Eiffel,hotel,,,,,,
48.8733772,2.3438855,Hôtel Lodge du Centre,hotel,,,,,,
48.8804106,2.3374459,Hôtel Villa Margaux,hotel,,,,,,
48.8821281,2.3413659,Phono Museum,museum,,,,,,
48.8650637,2.3417127,Hôtel des Victoires,hotel,,,,,,
48.8720574,2.3420399,Hôtel Ronceray,hotel,,,,,,
48.8733087,2.3423149,Cabinet de curiosités,attraction,,,,,,
48.8732914,2.3437141,Hôtel Acadia,hotel,,,,,,
48.8718534,2.3439372,Victoria,hotel,,,,,,
48.8479558,2.3005672,Les Relais de Paris,hotel,,,,,,
48.8465361,2.3054645,Baldi,hotel,,,,,,
48.8474966,2.3022867,First Hôtel,hotel,,,,,,
48.8466710,2.3049905,Hôtel Ségur,hotel,,,,,,
48.8478026,2.3022063,,information,,,,,,
48.8469542,2.3080133,Bailli de Suffren,hotel,,,,,,
48.8412106,2.3876922,,artwork,,,,,,
48.8779440,2.3378300,Saint-Georges,hotel,,,,,,
48.8803393,2.3513838,Hôtel de Maubeuge,hotel,,,,,,
48.8797125,2.3548197,Édicule Guimard,artwork,,,,,,
48.8682475,2.3136728,,information,,,,,,
48.8631903,2.3859426,Avenue de la République,artwork,,,,,,
48.8652754,2.3282212,Le Meurice,hotel,,,,,,
48.8629386,2.2890051,Cité de l'architecture et du patrimoine,museum,,,,,,
48.8618163,2.2873421,Musée de la Marine,museum,,,,,,
48.8642635,2.3308134,Hôtel Saint-James & Albany,hotel,,,,,,
48.8548067,2.3689756,le petit beaumarchais,hotel,,,,,,
48.8100521,2.3280155,Marriott Hotel,hotel,,,,,,
48.8417997,2.3317623,l’Apostrophe,hotel,,,,,,
48.8724264,2.3586198,Unde stam,guest_house,,,,,,
48.8768201,2.3458424,William's Opera,hotel,,,,,,
48.8540849,2.3819815,Hôtel Des Arts Bastille,hotel,,,,,,
48.8517161,2.3921592,,14t,,,,,,
48.8633284,2.3565463,Gallery of C14/Hapax,artwork,,,,,,
48.8749151,2.3431481,Musée de la Franc-Maçonnerie,museum,,,,,,
48.8755250,2.3585349,Ibis Paris Gare de l'Est,hotel,,,,,,
48.8466561,2.3698592,Élysée,hotel,,,,,,
48.8395100,2.3008865,,information,,,,,,
48.8632716,2.4092517,Atelier de Ridha Dhib,artwork,,,,,,
48.8226147,2.3587102,La Maison Blanche,hotel,,,,,,
48.8411575,2.3473052,Espace des Sciences Pierre-Gilles de Gennes,museum,,,,,,
48.8498802,2.2884724,Eiffel Saint-Charles,hotel,,,,,,
48.8478878,2.3878519,Européen,hotel,,,,,,
48.8404536,2.3626498,Statue du Docteur Philippe Pinel,artwork,,,,,,
48.8555676,2.3571555,Association Paris historique,information,house,,,,,
48.8716840,2.3797664,La Forge,artwork,,,,,,
48.8703234,2.2765175,Musée de la Contrefaçon,museum,,,,,,
48.8716440,2.2881063,Musée Dapper,museum,,,,,,
48.8844650,2.3679226,Hôtel de Nantes,hotel,,,,,,
48.8720379,2.3446636,Hôtel d'Espagne,hotel,,,,,,
48.8327663,2.3893382,Musée des Arts Forains,museum,,,,,,
48.8302877,2.3141843,Musée Adzak - Espace d'Art International,museum,,,,,,
48.8716204,2.2814131,Musée Arménien de France,museum,,,,,,
48.8513494,2.3555880,Musée Adam Mickiewicz,museum,,,,,,
48.8483211,2.3294718,Musée Bible et Terre Sainte,museum,,,,,,
48.8677268,2.3223990,Musée Bouilhet-Christofle - Musée d'Orfèvrerie,museum,,,,,,
48.8591945,2.2851420,Musée Clemenceau,museum,,,,,,
48.8522269,2.3350050,Musée-Librairie du Compagnonnage,museum,,,,,,
48.8476741,2.3140391,Musée Valentin Haüy,museum,,,,,,
48.8513247,2.3409022,Musée d'histoire de la Médecine,museum,,,,,,
48.8547304,2.3248616,Musée Maillol,museum,,,,,,
48.8554427,2.3276941,Musée des Lettres et Manuscrits,museum,,,,,,
48.8435077,2.3207897,Musée du Montparnasse - Villa Vassilieff,museum,,,,,,
48.8456499,2.3395974,Musée de Minéralogie,museum,,,,,,
48.8434624,2.3362665,Musée Moissan,museum,,,,,,
48.8718820,2.3312120,Bibliothèque-Musée de l'Opéra,museum,,,,,,
48.8656784,2.3307909,Musée Pierre Marly - Lunettes et Lorgnettes,museum,,,,,,
48.8494311,2.3483534,Musée de la Préfecture de Police,museum,,,,,,
48.8512458,2.3804619,Le cabinet d'amateur,artwork,,,,,,
48.8565865,2.3275569,Hôtel Montalembert,hotel,,,,,,
48.8473466,2.3995162,Grand Hôtel du Bel Air,hotel,,,,,,
48.8505284,2.2923897,Hôtel du Petit Louvre,hotel,,,,,,
48.8413238,2.3028511,Hôtel Delos Vaugirard,hotel,,,,,,
48.8387905,2.4008358,Sweet Hotel,hotel,,,,,,
48.8638580,2.2770487,,artwork,memorial,,,,,
48.8256730,2.3232405,Hôtel Chatillon Paris Montparnasse,hotel,,,,,,
48.8811174,2.3514426,Hôtel Avalon Paris,hotel,,,,,,
48.8690691,2.2836287,,information,memorial,,,,,
48.8727937,2.3157855,Hôtellerie Paris Saint-Honoré,hotel,,,,,,
48.8636313,2.3690033,La Croix de Malte,hotel,,,,,,
48.8716438,2.3349837,Grand Hotel Haussmann,hotel,,,,,,
48.8714207,2.3349194,Hôtel Helder Opera,hotel,,,,,,
48.8713271,2.3351551,Hôtel London,hotel,,,,,,
48.8718954,2.3350541,Hôtel Opera Vivaldi,hotel,,,,,,
48.8768039,2.3336297,Hôtel Langlois,hotel,,,,,,
48.8749327,2.3538254,Le Manoir de Paris,attraction,,,,,,
48.8846667,2.3765525,Ibis Budget,hotel,,,,,,
48.8812864,2.3650200,Metropole La Fayette,hotel,,,,,,
48.8679824,2.3362288,Baudelaire,hotel,,,,,,
48.8655521,2.3366680,Molière - Jean-Baptiste Poquelin,artwork,,,,,,
48.8604814,2.3250888,Elephant,artwork,,,,,,
48.8605235,2.3255865,Le Cheval à la Herse,artwork,,,,,,
48.8605196,2.3254765,Rhinocéros,artwork,,,,,,
48.8600131,2.3250680,,artwork,,,,,,
48.8600235,2.3250330,,artwork,,,,,,
48.8600338,2.3249979,,artwork,,,,,,
48.8600442,2.3249629,,artwork,,,,,,
48.8600546,2.3249279,,artwork,,,,,,
48.8600649,2.3248928,,artwork,,,,,,
48.8710170,2.3202503,Alison,hotel,,,,,,
48.8710343,2.3234791,Amarante Beau Manoir,hotel,,,,,,
48.8706452,2.3219942,La Sanguine,hotel,,,,,,
48.8705622,2.3263811,Hôtel de Sèze,hotel,,,,,,
48.8542921,2.3338906,Dora Maar,artwork,,,,,,
48.8655485,2.3224721,,artwork,,,,,,
48.8265002,2.4051977,Novotel Paris Charenton,hotel,,,,,,
48.8225648,2.4127924,,information,,,,,,
48.8795998,2.3890886,Botzaris,artwork,,,,,,
48.8760979,2.2953474,airbnb - Philip,guest_house,,,,,,
48.8369931,2.2784410,,information,,,,,,
48.8261537,2.3243946,Le Clos d'Alésia,hotel,,,,,,
48.8469348,2.4080026,Hipotel Paris Nation,hotel,,,,,,
48.8607349,2.3409132,Édicule Guimard,artwork,,,,,,
48.8585275,2.3597684,Centre Culturel Suisse,museum,,,,,,
48.8515753,2.2896710,France Eiffel,hotel,,,,,,
48.8758702,2.3266224,L'Heure de tous,artwork,,,,,,
48.8737978,2.3851825,Vue sur la tour Eiffel,viewpoint,,,,,,
48.8618761,2.3831957,Modern Hotel,hotel,,,,,,
48.8533658,2.3493036,Tours de Notre-Dame,attraction,,,,,,
48.8502622,2.3730838,Luxor Bastille,hotel,,,,,,
48.8700380,2.3601770,Hôtel Aida Marais,hotel,,,,,,
48.8698590,2.3605340,Hôtel des 3 Nations,hotel,,,,,,
48.8704210,2.3610030,Hôtel Tours Magenta,hotel,,,,,,
48.8495404,2.3602501,,viewpoint,,,,,,
48.8303814,2.3234197,ibis Styles Paris Alesia Montparnasse,hotel,,,,,,
48.8419958,2.3484398,Résidence Universitaire Concordia,hotel,,,,,,
48.8432503,2.3497657,Résidence Mouffetard,hotel,,,,,,
48.8718416,2.3144851,114 Faubourg,yes,,restaurant,,,,
48.8693831,2.3310566,Hôtel Westminster,hotel,,,,,,
48.8670541,2.3271193,Mandarin Oriental Paris,hotel,,,,,,
48.8624653,2.3525528,Short Stay Apartment Pompidou,guest_house,,,,,,
48.8428306,2.3425937,Hôtel André Latin,hotel,,,,,,
48.8430085,2.3422700,Relais Saint-Jacques,hotel,,,,,,
48.8736554,2.3360245,Hôtel Banke,hotel,,,,,,
48.8595817,2.3086929,Thoumieux,hotel,,,,,,
48.8619948,2.2887325,Esplanade du Trocadéro,viewpoint,,,,,,
48.8658012,2.3360846,Hôtel Thérèse,hotel,,,,,,
48.8588626,2.3475606,,information,,,,,,
48.8389861,2.3455789,Le Seven,hotel,,,,,,
48.8201479,2.3951490,Hôtel Apogia Paris,hotel,,,,,,
48.8451928,2.3505337,Hôtel des Écoles,hotel,,,,,,
48.8302782,2.3020187,Ibis Paris Brancion parc des expositions,hotel,,,,,,
48.8798575,2.4027680,L'accueillant,artwork,,,,,,
48.8846283,2.3381804,Hôtel Regyn's Montmartre,hotel,,,,,,
48.8418428,2.3444831,Alphonse de Lamartine,artwork,,,,,,
48.8421309,2.3447504,André Marie Ampère,artwork,,,,,,
48.8418902,2.3451492,Antoine Laurent de Jussieu,artwork,,,,,,
48.8421429,2.3446958,Augustin Fresnel,artwork,,,,,,
48.8420872,2.3446080,Augustin Louis Cauchy,artwork,,,,,,
48.8419144,2.3445201,Augustin Thierry,artwork,,,,,,
48.8417905,2.3450976,Blaise Pascal,artwork,,,,,,
48.8418063,2.3444656,Charles Rollin,artwork,,,,,,
48.8420509,2.3451082,Claude Louis Berthollet,artwork,,,,,,
48.8420724,2.3450110,Claude Pouillet,artwork,,,,,,
48.8421088,2.3448504,François Arago,artwork,,,,,,
48.8419234,2.3451652,François Sulpice Beudant,artwork,,,,,,
48.8418778,2.3445021,François-René de Chateaubriand,artwork,,,,,,
48.8416947,2.3448000,Fénelon,artwork,,,,,,
48.8418611,2.3451340,Georges Cuvier,artwork,,,,,,
48.8420284,2.3445785,Georges-Louis Leclerc de Buffon,artwork,,,,,,
48.8416831,2.3448531,Jacques-Bénigne Bossuet,artwork,,,,,,
48.8416858,2.3450449,Jean Racine,artwork,,,,,,
48.8417185,2.3446944,Jean de La Bruyère,artwork,,,,,,
48.8416698,2.3449125,Jean de La Fontaine,artwork,,,,,,
48.8420838,2.3449610,Jean-Baptiste Biot,artwork,,,,,,
48.8417293,2.3446448,Jean-Baptiste Massillon,artwork,,,,,,
48.8417631,2.3444947,Jean-Jacques Rousseau,artwork,,,,,,
48.8420602,2.3445949,Joseph-Louis Lagrange,artwork,,,,,,
48.8419570,2.3451824,Louis Jacques Thénard,artwork,,,,,,
48.8420409,2.3451542,Louis Joseph Gay Lussac,artwork,,,,,,
48.8421196,2.3448017,Léon Foucault,artwork,,,,,,
48.8417238,2.3450656,Molière,artwork,,,,,,
48.8417537,2.3445372,Montesqieu,artwork,,,,,,
48.8416557,2.3449735,Nicolas Boileau,artwork,,,,,,
48.8417065,2.3447461,Nicolas Malebranche,artwork,,,,,,
48.8417582,2.3450813,Pierre Corneille,artwork,,,,,,
48.8420990,2.3448952,Pierre-Simon Laplace,artwork,,,,,,
48.8418195,2.3451127,René Descartes,artwork,,,,,,
48.8421173,2.3446241,Siméon Denis Poisson,artwork,,,,,,
48.8419964,2.3445631,Théodore Simon Jouffroy,artwork,,,,,,
48.8419481,2.3445379,Victor Cousin,artwork,,,,,,
48.8417412,2.3445908,Voltaire,artwork,,,,,,
48.8419868,2.3451974,Étienne Geoffroy Saint-Hilaire,artwork,,,,,,
48.8681463,2.3484998,Homme au Bras levé,artwork,,,,,,
48.8829576,2.3284825,Clichy Hôtel,hotel,,,,,,
48.8318743,2.3045521,Arty Paris,hostel,,,,,,
48.8759184,2.3574365,Little Regina,hotel,,,,,,
48.8340146,2.3534243,Oops hostel,hostel,,,,,,
48.8323604,2.3867916,Ibis,hotel,,,,,,
48.8828416,2.3403455,Buste d'André Gill,artwork,,,,,,
48.8827924,2.3402418,Hôtel André Gill,hotel,,,,,,
48.8661835,2.3673546,Hôtel de Nevers,hotel,,,,,,
48.8437234,2.2967496,La Soummam,hotel,,,,,,
48.8425578,2.3220508,Montparnasse,information,,,,,,plan du centre commercial
48.8118207,2.3724833,Le Belvédère Trans 305,viewpoint,,,,,,
48.8685964,2.3674458,La Grisette de 1830,artwork,memorial,,,,,
48.8340571,2.3460780,Hôtel Belambra Magendie (Touring Hotel),hotel,,,,,,
48.8751482,2.3354544,Hôtel Mogador,hotel,,,,,,
48.8715708,2.3436597,Holiday Inn Paris Opéra,hotel,,,,,,
48.8716797,2.3430036,Rue du Faubourg Montmartre,information,,,,,,Histoire de Paris
48.8697601,2.3515729,,artwork,,,,,,
48.8799454,2.3289718,Hôtel du Casino,hotel,,,,,,
48.8743615,2.3321163,Antin Trinité,hotel,,,,,,
48.8742273,2.3320136,Opéra d'Antin,hotel,,,,,,
48.8765596,2.3401099,Bloum,hotel,,,,,,
48.8751153,2.3361132,Hôtel Impérial,hotel,,,,,,
48.8331256,2.2892198,Terminus Vaugirard,hotel,,,,,,
48.8645820,2.3425811,Caisse d'Epargne de Paris,information,,,,,,
48.8633043,2.3444500,Église Saint-Eustache,information,,,,,,
48.8632961,2.3438914,Les Halles,information,,,,,,
48.8658712,2.3416633,Place des Victoires,information,,,,,,
48.8593573,2.3385482,,artwork,,,,,,
48.8594834,2.3386169,,artwork,,,,,,
48.8595137,2.3384868,,artwork,,,,,,
48.8596727,2.3377903,,artwork,,,,,,
48.8596998,2.3376610,,artwork,,,,,,
48.8597291,2.3375318,,artwork,,,,,,
48.8357551,2.3515624,Les Gobelins,hotel,,,,,,
48.8491173,2.3580497,,picnic_site,,,,,,
48.8500288,2.3439047,Louve Romaine Allaitant Rémus et Romulus,artwork,,,,,,
48.8499379,2.3439939,Montaigne assis,artwork,,,,,,
48.8797188,2.3507524,Le Rocroy,hotel,,,,,,
48.8522608,2.4040943,Fontaine Wallace,artwork,,fountain,,,,
48.8480441,2.4046718,,picnic_site,,,,,,
48.8480637,2.4043807,,picnic_site,,,,,,
48.8526313,2.3500601,Le Trésor de Notre-Dame,museum,,,,,,
48.8825635,2.3415494,Hôtel Ibis Paris Sacré-Cœur,hotel,,,,,,
48.8450576,2.3523824,Hôtel des Arènes,hotel,,,,,,
48.8662620,2.3356061,Kadoya,artwork,,restaurant,,,,
48.8501323,2.3476328,Hôtel Studia,hotel,,,,,,
48.8654715,2.3296865,Renaissance Paris Vendôme Hotel,hotel,,,,,,
48.8624108,2.3314605,Air,artwork,,,,,,
48.8493566,2.3904152,,hotel,,,,,,
48.8182282,2.3745104,,artwork,,,,,,
48.8578193,2.3990652,Bas-relief L'écrit du temps,artwork,,,,,,
48.8557500,2.4005064,Hôtel de la Chope,hotel,,,,,,
48.8557377,2.4225769,Ideal Hotel,hotel,,,,,,
48.8537425,2.3612944,Le Village Saint-Paul,yes,,,,,,
48.8519395,2.4012255,PA-831,artwork,,,,,,
48.8397318,2.3233917,Hôtel Le M,hotel,,,,,,
48.8768685,2.2917476,Studio des Acacias,gallery,,,,,,
48.8724266,2.3008705,Cabaret Le Lido,attraction,,theatre,,,,
48.8749504,2.2934989,Hidden Hotel,hostel,,,,,,
48.8688058,2.2924351,Hôtel de Sévigné,hotel,,,,,,
48.8634631,2.2867213,,information,,,,,,
48.8606580,2.3469337,Citadines,hotel,,,,,,
48.8777667,2.2873179,Étoile Saint-Ferdinand,hotel,,,,,,
48.8280249,2.3153561,Citadines Apart'Hotel,hotel,,,,,,
48.8487414,2.3420502,Quartier Latin,attraction,,,,,,
48.8443530,2.3233390,Hôtel Terminus Montparnasse,hotel,,,,,,
48.8399770,2.3236040,Hôtel Mercure,hotel,,,,,,
48.8820719,2.3345110,Libertel Montmartre Duperré,hotel,,,,,,
48.8457119,2.3374314,Les Lions,artwork,,,,,,
48.8457349,2.3367578,Les Lions,artwork,,,,,,
48.8545825,2.4157664,Ibis Paris Porte de Montreuil,hotel,,,,,,
48.8539009,2.3072420,Hôtel La Comtesse by Elegancia,hotel,,,,,,
48.8242775,2.2988808,Ibis Budget,hotel,,,,,,
48.8196413,2.2887029,,information,,,,,,
48.8196514,2.2887340,,information,,,,,,
48.8234788,2.2969025,,information,,,,,,
48.8429639,2.3242562,Hôtel Berkeley,hotel,,,,,,
48.8327851,2.3883176,Chais et Entrepôts de Bercy,attraction,,,,,,
48.8213502,2.3525494,Mirage,artwork,,,,,,
48.8320633,2.3762364,,information,,,,,,
48.8169533,2.3205788,,hotel,,,,,,
48.8595692,2.3515462,L'Oiseau de feu,artwork,,,,,,
48.8595651,2.3516426,L'amour,artwork,,,,,,
48.8594576,2.3515400,L'éléphant,artwork,,,,,,
48.8595291,2.3516107,La clef de sol,artwork,,,,,,
48.8593949,2.3514959,La diagonale,artwork,,,,,,
48.8596182,2.3515130,La grenouille,artwork,,,,,,
48.8595871,2.3514758,La mort,artwork,,,,,,
48.8593506,2.3514647,La sirène,artwork,,,,,,
48.8595937,2.3515998,La spirale,artwork,,,,,,
48.8594544,2.3514760,La vie,artwork,,,,,,
48.8594045,2.3513420,Le chapeau de clown,artwork,,,,,,
48.8594266,2.3514345,Le cœur,artwork,,,,,,
48.8594464,2.3513634,Le renard,artwork,,,,,,
48.8594793,2.3514038,Le rossignol,artwork,,,,,,
48.8595333,2.3514960,Le serpent,artwork,,,,,,
48.8593883,2.3514084,Ragtime,artwork,,,,,,
48.8473814,2.2833183,Platine,hotel,,,,,,
48.8221986,2.3021635,Hôtel du Parc,hotel,,,,,,
48.8227928,2.2999903,Hôtel Patio Brancion,hotel,,,,,,
48.8218780,2.3018924,Hôtel de la Place,hotel,,,,,,
48.8651233,2.4215931,Sculpture d'Ipousteguy,artwork,,,,,,
48.8603240,2.3522598,Musée National d'Art Moderne,museum,,,,,,
48.8227030,2.3448195,Cité Florale,attraction,,,,,,
48.8801993,2.3268856,New Hotel Saint-Lazare,hotel,,,,,,
48.8753163,2.3262880,Hôtel Londres & New-york,hotel,,,,,,
48.8644003,2.3249018,Hannibal Barca,artwork,,,,,,
48.8641954,2.3247514,Jules César,artwork,,,,,,
48.8649306,2.3223639,La Renommée montée sur Pégase,artwork,,,,,,
48.8655591,2.3235710,Le Bel costumé,artwork,,,,,,
48.8648802,2.3247052,Véturie,artwork,,,,,,
48.8654491,2.3250338,Waldeck Rousseau,artwork,,,,,,
48.8619796,2.3284442,,artwork,,,,,,
48.8622279,2.3275980,Flore Farnèse,artwork,,,,,,
48.8624069,2.3291444,,artwork,,,,,,
48.8624582,2.3292789,,artwork,,,,,,
48.8625173,2.3288384,,artwork,,,,,,
48.8625457,2.3296834,,artwork,,,,,,
48.8625843,2.3278465,,artwork,,,,,,
48.8626097,2.3288102,,artwork,,,,,,
48.8626846,2.3279195,,artwork,,,,,,
48.8628647,2.3299029,,artwork,,,,,,
48.8628850,2.3286580,,artwork,,,,,,
48.8629677,2.3285758,,artwork,,,,,,
48.8631596,2.3297840,,artwork,,,,,,
48.8632373,2.3297375,,artwork,,,,,,
48.8636612,2.3286339,,artwork,,,,,,
48.8637168,2.3301006,,artwork,,,,,,
48.8637551,2.3287024,,artwork,,,,,,
48.8638144,2.3297910,,artwork,,,,,,
48.8641052,2.3289575,,artwork,,,,,,
48.8606135,2.3636029,Galerie Thaddaeus Ropac,gallery,,,,,,
48.8610001,2.3638707,Galerie Taïss,gallery,,,,,,
48.8602950,2.3635264,Espace Topographie de l'Art,gallery,,,,,,
48.8508057,2.3698822,Le Pavillon Bastille,hotel,,,,,,
48.8561930,2.3462326,Tour de l'Horloge,attraction,,clock,,,,
48.8637194,2.2934262,Shangri-La Hotel,hotel,,,,,,
48.8143073,2.3606120,Périphérique hotel,hotel,,,,,,
48.8279437,2.3297879,Hôtel Max,hotel,,,,,,
48.8465206,2.4102795,61 Paris Nation Hôtel,hotel,,,,,,
48.8702584,2.3969214,,information,,,,,,
48.8650372,2.3976697,Palma Hotel,hotel,,,,,,
48.8224461,2.3036291,Résidence de la Tour,hotel,,,,,,
48.8241267,2.3617523,Le Baron,hotel,,,,,,
48.8250171,2.3610514,AmHotel Italie,hotel,,,,,,
48.8252188,2.3608916,Arian Hotel,hotel,,,,,,
48.8734510,2.3486409,Windsor Opera,hotel,,,,,,
48.8232917,2.3261826,Ideal Hotel,hotel,,,,,,
48.8119983,2.3911416,Auberge de l'Europe,hotel,,,,,,
48.8383335,2.2781281,,information,,,,,,
48.8330539,2.2881095,Mercure Paris Vaugirard Porte de Versailles,hotel,,,,,,
48.8351584,2.2825386,Porte de Versailles Hotel,hotel,,,,,,
48.8290014,2.3005012,Hôtel Clarisse,hotel,,,,,,
48.8362022,2.2789552,Hôtel Median Paris Porte de Versailles,hotel,,,,,,
48.8234693,2.3306543,Villa royale Montsouris,hotel,,,,,,
48.8240238,2.3274437,Hôtel Virginia,hotel,,,,,,
48.8240433,2.3300803,Hôtel Montsouris Orléans,hotel,,,,,,
48.8242675,2.3289215,Hôtel Beaunier,hotel,,,,,,
48.8244918,2.3272586,Cécil Hotel,hotel,,,,,,
48.8247043,2.3268143,Parc Hotel,hotel,,,,,,
48.8247319,2.3264861,Sports Hotel,hotel,,,,,,
48.8371866,2.2775249,Hôtel du Parc Saint-Charles,hotel,,,,,,
